ID,AGE,ANNUAL_INCOME,CREDIT_SCORE,LOAN_AMOUNT,YEARS_AT_JOB,EXISTING_LOANS,DEBT_TO_INCOME_RATIO,PROBABILITY_OF_DEFAULT,TARGET
1947,23,200000,585,657934,3,2,1.76178954,0.582373588,0
1948,33,766000,729,2704180,6,2,0.427744911,0.301713677,0
1949,41,200000,574,479289,0,0,0,0.47189408,0
1950,44,200000,873,383851,0,0,0,0.44807575,0
1951,39,303000,580,524163,0,2,0.964594562,0.720698616,1
1952,46,274000,752,805136,0,1,0.407949038,0.590604165,0
1953,26,200000,734,789049,2,2,1.636491943,0.542349113,0
1954,59,556000,681,1977900,10,2,0.513768066,0.450745895,0
1955,41,432000,582,1118706,1,2,0.64341927,0.616500974,0
1956,55,580000,634,1648100,9,0,0,0.226562093,0
1957,46,240000,434,527716,0,0,0,0.508939398,0
1958,47,461000,672,879433,7,0,0,0.288144867,0
1959,48,200000,684,541040,0,2,1.480393316,0.720525072,1
1960,47,1703000,663,4527857,7,0,0,0.133637833,0
1961,49,200000,352,560964,0,0,0,0.598253108,0
1962,57,1784000,523,5000000,8,0,0,0.200275923,0
1963,44,276000,575,830687,0,0,0,0.461759244,0
1964,50,200000,679,602885,1,2,1.484079535,0.657266791,0
1965,40,919000,678,1672636,2,1,0.16238117,0.200434589,0
1966,59,300000,632,1197366,1,1,0.396217323,0.632279094,0
1967,33,577000,713,1980328,3,0,0,0.253132591,0
1968,63,807000,547,2980257,11,2,0.235807704,0.285660103,0
1969,41,363000,711,920477,2,0,0,0.26933888,0
1970,24,200000,697,551064,3,1,0.768615846,0.542820058,0
1971,43,645000,687,1809360,0,0,0,0.3184885,0
1972,33,268000,631,532043,2,0,0,0.323956012,0
1973,52,497000,833,1602190,1,0,0,0.312521304,0
1974,34,200000,699,751488,6,1,0.878871692,0.52091489,0
1975,36,401000,553,765615,1,1,0.448650548,0.671659162,1
1976,22,200000,674,343159,3,0,0,0.299028074,0
1977,36,1188000,725,3974510,0,0,0,0.293281178,0
1978,22,470000,591,1026012,0,2,0.636480425,0.618980411,0
1979,22,332000,758,1015805,1,0,0,0.38341182,0
1980,51,415000,688,1344349,1,0,0,0.413449006,0
1981,51,200000,415,460955,0,0,0,0.599274175,0
1982,47,1156000,679,4089767,0,2,0.196340376,0.309096123,0
1983,30,1610000,609,4628705,5,0,0,0.129757147,0
1984,41,382000,703,1402894,0,3,0.905149755,0.635482984,0
1985,41,1122000,744,3824038,6,0,0,0.087758087,0
1986,28,200000,669,734287,0,0,0,0.434082399,0
1987,60,200000,816,310080,0,0,0,0.411199897,0
1988,52,278000,632,586236,2,1,0.412752844,0.517030409,0
1989,39,396000,712,683107,2,0,0,0.310470419,0
1990,42,200000,730,521041,2,1,0.890011569,0.460644586,0
1991,44,435000,640,1620331,2,0,0,0.284845048,0
1992,22,353000,727,942104,1,0,0,0.37994701,0
1993,39,200000,590,724856,3,2,1.458488946,0.571372986,0
1994,33,428000,607,992080,2,1,0.19055812,0.317679137,0
1995,29,583000,518,1369423,1,0,0,0.383057496,0
1996,38,313000,674,1170277,5,1,0.303790475,0.446287506,0
1997,63,757000,682,1941358,3,1,0.1060043,0.183261919,0
1998,49,200000,767,694882,1,0,0,0.424851501,0
1999,35,408000,729,853376,5,0,0,0.300804042,0
2000,48,200000,621,774400,7,0,0,0.391524712,0
2001,58,200000,532,587289,2,0,0,0.338806953,0
2002,53,200000,693,679661,0,1,0.760720082,0.675090192,1
2003,42,200000,761,344757,7,0,0,0.302248216,0
2004,34,200000,725,546332,0,0,0,0.453571402,0
2005,50,221000,758,829323,0,0,0,0.484553349,0
2006,46,570000,628,2104780,1,3,0.590149624,0.623570058,0
2007,52,200000,603,323406,3,1,0.578145976,0.575452694,0
2008,49,200000,576,451849,7,0,0,0.334956943,0
2009,54,748000,644,1951008,3,0,0,0.191765311,0
2010,35,200000,642,386132,9,0,0,0.33474237,0
2011,57,254000,670,844548,0,1,0.524122503,0.643057871,0
2012,44,401000,637,786473,0,0,0,0.396898444,0
2013,66,321000,636,759678,2,3,1.247394775,0.470385922,0
2014,33,718000,572,2267588,10,0,0,0.197900446,0
2015,62,412000,744,1114552,2,1,0.352527448,0.360376313,0
2016,44,200000,657,669285,0,1,0.534046588,0.655226181,0
2017,34,1906000,632,5000000,0,2,0.168440272,0.332255445,0
2018,36,319000,575,571445,0,0,0,0.474154968,0
2019,38,235000,516,769371,1,1,0.468311664,0.707531985,1
2020,47,638000,780,1324398,0,0,0,0.311387921,0
2021,48,335000,705,849624,7,0,0,0.321979642,0
2022,35,384000,487,607548,2,2,0.435707951,0.521263819,0
2023,41,2528000,726,4650934,3,2,0.135506282,0.190950206,0
2024,67,209000,742,480583,0,1,0.535693738,0.69284045,1
2025,62,201000,662,473347,0,0,0,0.445396845,0
2026,47,298000,809,1117190,2,2,1.016965235,0.448620782,0
2027,42,703000,671,2358236,6,0,0,0.193904374,0
2028,43,200000,508,786091,2,0,0,0.366113892,0
2029,49,200000,686,599535,6,1,0.637723245,0.47222392,0
2030,29,200000,674,420856,4,0,0,0.356930544,0
2031,38,200000,589,463827,0,3,1.925212933,0.664822599,1
2032,22,200000,707,459917,0,0,0,0.513881393,0
2033,46,421000,483,975135,3,0,0,0.361045849,0
2034,49,200000,749,636482,1,1,0.585610823,0.658334335,1
2035,36,200000,562,565403,1,1,0.514211186,0.678127308,1
2036,60,285000,551,702114,1,0,0,0.49662263,0
2037,27,583000,638,1091798,1,0,0,0.367694207,0
2038,24,200000,693,311069,7,1,0.478976522,0.485822861,0
2039,44,561000,666,1148415,0,0,0,0.420702925,0
2040,54,559000,575,988691,0,0,0,0.406647776,0
2041,62,633000,599,2192466,2,1,0.251166182,0.337622186,0
2042,36,803000,536,1430339,3,0,0,0.254879807,0
2043,54,1947000,627,5000000,2,3,0.196244381,0.178276815,0
2044,41,200000,757,492829,8,1,0.540073796,0.507128452,0
2045,39,296000,649,498300,4,3,1.588928799,0.517488235,0
2046,52,200000,735,706365,2,0,0,0.297521457,0
2047,49,268000,795,790352,0,3,0.936441607,0.650977464,0
2048,23,1066000,591,2227304,1,0,0,0.347289006,0
2049,59,200000,631,747340,3,0,0,0.336200253,0
2050,58,200000,867,322629,5,0,0,0.256614705,0
2051,34,926000,794,1856212,9,0,0,0.104039706,0
2052,46,672000,482,2271438,2,0,0,0.293645736,0
2053,47,200000,688,654688,2,1,0.564170228,0.537472696,0
2054,45,578000,650,1284997,0,0,0,0.361116828,0
2055,35,364000,732,602442,0,0,0,0.371389535,0
2056,33,1035000,575,3772777,0,1,0.088155198,0.388520826,0
2057,41,286000,566,653293,0,0,0,0.465940309,0
2058,56,675000,582,1342766,1,1,0.099793529,0.44102708,0
2059,48,2893000,592,5000000,1,1,0.024708709,0.34539395,0
2060,37,459000,731,1732985,3,2,0.469251436,0.409311583,0
2061,51,280000,531,450482,2,0,0,0.366543341,0
2062,22,514000,587,1755058,2,3,0.986437606,0.436623357,0
2063,55,200000,471,586236,1,1,0.579584915,0.789993144,1
2064,22,2301000,750,5000000,0,3,0.10046809,0.246003064,0
2065,37,315000,777,1058463,9,0,0,0.256067467,0
2066,28,209000,617,818143,0,1,0.503854194,0.695765258,1
2067,26,200000,620,414603,8,2,0.852089034,0.572381511,0
2068,55,720000,695,1338565,1,0,0,0.300446185,0
2069,36,585000,797,2212589,2,1,0.240774868,0.278474078,0
2070,46,200000,690,634476,0,2,1.297738365,0.649971157,0
2071,41,450000,580,1167734,0,1,0.211012469,0.509772726,0
2072,47,200000,488,586629,1,0,0,0.565212125,0
2073,42,316000,538,1063034,4,1,0.484537552,0.486027782,0
2074,26,403000,657,1383329,0,0,0,0.455158364,0
2075,53,1247000,584,4738270,2,2,0.114809794,0.232297094,0
2076,36,200000,669,513421,0,0,0,0.517136224,0
2077,23,200000,594,446705,1,0,0,0.51468818,0
2078,36,200000,544,619832,7,0,0,0.352012199,0
2079,60,200000,532,507863,5,1,0.666272728,0.56539014,0
2080,52,893000,806,2666941,2,3,0.364846292,0.300995458,0
2081,37,1081000,738,2756511,0,0,0,0.292118683,0
2082,37,357000,823,672048,0,0,0,0.382769258,0
2083,38,805000,703,2152221,9,0,0,0.208722967,0
2084,66,302000,607,974642,0,2,0.982157954,0.704462154,1
2085,46,246000,782,860559,4,0,0,0.317942319,0
2086,47,200000,646,546663,1,0,0,0.50296439,0
2087,54,202000,672,386445,12,1,0.335865487,0.495611599,0
2088,44,200000,645,507343,1,0,0,0.524176614,0
2089,38,340000,355,1178349,1,0,0,0.505868325,0
2090,39,258000,810,653294,3,0,0,0.312021698,0
2091,41,524000,699,1698455,9,2,0.527386195,0.41936131,0
2092,41,291000,682,805497,11,2,0.573284892,0.493906618,0
2093,50,231000,643,485806,3,1,0.625527842,0.557107043,0
2094,42,200000,666,698075,4,0,0,0.344489631,0
2095,50,286000,590,489212,2,1,0.261952157,0.475920187,0
2096,41,521000,711,1465169,4,0,0,0.222807375,0
2097,42,200000,519,404445,5,1,0.876861586,0.564328816,0
2098,22,290000,668,483622,1,1,0.286685717,0.522676505,0
2099,52,330000,706,909920,2,2,1.024947514,0.478439204,0
2100,46,200000,630,549781,2,0,0,0.362407077,0
2101,53,200000,687,653450,2,1,0.65456692,0.501117872,0
2102,22,330000,550,1109419,6,1,0.200699157,0.410718981,0
2103,67,200000,553,663895,1,0,0,0.487606444,0
2104,40,367000,673,926270,0,1,0.319871298,0.589143966,0
2105,55,200000,717,615844,1,2,1.46540927,0.617051156,0
2106,29,698000,462,2053769,0,2,0.45014823,0.622097598,0
2107,49,2200000,702,5000000,2,1,0.055843439,0.126231377,0
2108,29,200000,595,598606,7,0,0,0.305826274,0
2109,34,433000,630,1674895,2,2,0.355606,0.459339359,0
2110,64,200000,516,396446,5,1,0.396301877,0.535292937,0
2111,39,684000,564,2574870,0,0,0,0.400931897,0
2112,44,200000,746,326727,6,0,0,0.324536402,0
2113,52,413000,653,937911,2,0,0,0.294590777,0
2114,47,200000,611,444072,0,0,0,0.51941902,0
2115,43,222000,638,680632,3,1,0.738084144,0.558061502,0
2116,46,200000,698,365612,9,0,0,0.326248486,0
2117,70,562000,694,2082698,0,0,0,0.36473045,0
2118,41,200000,642,714275,2,0,0,0.310314215,0
2119,44,440000,759,1377272,7,0,0,0.277290324,0
2120,54,200000,747,529206,0,0,0,0.497992484,0
2121,55,242000,691,927438,2,0,0,0.294932942,0
2122,56,306000,655,1094521,1,0,0,0.41639774,0
2123,49,200000,715,549657,1,1,0.578173183,0.633920399,0
2124,28,324000,681,1054517,2,0,0,0.309066735,0
2125,61,1063000,756,3101116,0,1,0.075529283,0.24550505,0
2126,28,200000,739,593971,4,0,0,0.331678894,0
2127,45,770000,548,1792128,0,0,0,0.417136357,0
2128,32,1033000,541,2742833,1,0,0,0.366031818,0
2129,41,200000,579,339060,2,0,0,0.307932551,0
2130,45,200000,747,478674,1,0,0,0.496815416,0
2131,45,352000,492,1140329,1,0,0,0.522019442,0
2132,47,200000,689,776608,5,0,0,0.278738357,0
2133,61,1442000,686,5000000,8,1,0.095485956,0.151051762,0
2134,47,276000,766,797448,6,0,0,0.295671214,0
2135,39,200000,668,603311,2,2,0.93432357,0.573001883,0
2136,53,200000,515,392860,6,2,1.56163264,0.544747473,0
2137,56,715000,554,2315363,7,1,0.204513955,0.281162243,0
2138,27,200000,531,335329,1,0,0,0.520234705,0
2139,49,279000,596,617068,0,2,0.970446001,0.728393223,1
2140,50,634000,631,2010355,0,0,0,0.428304588,0
2141,38,200000,533,455155,1,0,0,0.495124807,0
2142,58,257000,797,417526,8,0,0,0.252018048,0
2143,40,264000,517,945034,2,2,0.99135594,0.602469865,0
2144,43,496000,784,1128809,3,0,0,0.238150816,0
2145,39,456000,768,755939,0,2,0.351914688,0.567997518,0
2146,42,220000,739,371133,0,0,0,0.487981503,0
2147,28,284000,580,604748,1,2,1.236322629,0.657176272,0
2148,24,200000,684,389007,9,2,0.972010757,0.547972686,0
2149,61,200000,522,687150,1,2,0.618350777,0.680856523,1
2150,31,338000,741,778823,6,0,0,0.300283278,0
2151,30,1473000,642,5000000,0,2,0.082603719,0.329197164,0
2152,22,200000,609,386922,2,3,2.470560569,0.592610096,0
2153,34,200000,527,546439,2,0,0,0.420336579,0
2154,26,200000,402,644018,5,0,0,0.371081511,0
2155,61,515000,546,1611938,0,1,0.204392422,0.487059117,0
2156,54,401000,761,1204132,0,0,0,0.394504038,0
2157,33,232000,609,884396,0,1,0.723237103,0.726949352,1
2158,69,200000,633,414262,8,0,0,0.370444514,0
2159,53,291000,715,795680,0,1,0.346573429,0.623983041,0
2160,38,200000,830,741996,0,0,0,0.435141745,0
2161,22,305000,782,516893,2,0,0,0.238739685,0
2162,69,587000,552,962516,2,0,0,0.221760664,0
2163,25,200000,455,416651,5,2,1.459020557,0.570625982,0
2164,22,200000,885,616510,8,0,0,0.27252732,0
2165,54,1111000,876,2388315,2,2,0.157247465,0.163526468,0
2166,70,200000,668,395119,7,1,0.81168239,0.5094237,0
2167,58,745000,522,1972019,3,0,0,0.277320433,0
2168,48,233000,746,706920,0,0,0,0.432573158,0
2169,49,231000,639,490042,7,0,0,0.310077125,0
2170,52,398000,638,896187,3,0,0,0.288717758,0
2171,51,200000,739,606779,1,0,0,0.447894016,0
2172,45,302000,683,1167032,3,1,0.493613066,0.535658546,0
2173,43,200000,531,637370,1,3,2.441240989,0.719825695,1
2174,41,200000,617,691452,0,0,0,0.472066872,0
2175,32,363000,716,877380,3,1,0.371784813,0.453553816,0
2176,38,211000,701,460114,5,3,2.311117775,0.563458284,0
2177,22,232000,676,611475,3,2,0.757572476,0.531483809,0
2178,40,200000,743,703566,0,2,1.132824816,0.62737947,0
2179,30,1123000,613,2965561,9,2,0.239498252,0.215347475,0
2180,28,590000,667,2133919,0,0,0,0.335937336,0
2181,44,639000,312,2538063,1,2,0.193741225,0.521475794,0
2182,58,203000,605,341053,0,2,0.842451024,0.739081643,1
2183,53,200000,726,322705,0,0,0,0.417648711,0
2184,23,1555000,610,2914029,1,0,0,0.295101051,0
2185,30,253000,603,622613,2,0,0,0.355562178,0
2186,53,200000,545,365521,6,0,0,0.403368812,0
2187,30,390000,750,1433897,13,0,0,0.219627095,0
2188,39,767000,704,1194882,4,1,0.177884408,0.238514964,0
2189,48,262000,732,599844,1,1,0.339630485,0.551500214,0
2190,30,848000,477,1663552,3,0,0,0.204582309,0
2191,43,711000,633,2722311,5,0,0,0.191633931,0
2192,25,200000,621,634740,1,1,0.431377275,0.674262531,1
2193,34,200000,621,756015,4,0,0,0.294657747,0
2194,45,635000,588,2496071,1,0,0,0.386126629,0
2195,22,200000,615,548549,1,1,0.743358709,0.663683014,1
2196,47,234000,734,488076,2,0,0,0.343545184,0
2197,41,200000,458,396864,3,0,0,0.405606249,0
2198,48,200000,827,411459,3,0,0,0.31114288,0
2199,44,205000,698,670654,1,1,0.472707822,0.624735461,0
2200,58,200000,645,320222,2,1,0.762958763,0.56600157,0
2201,43,200000,740,325680,7,0,0,0.294811579,0
2202,36,200000,504,604071,11,0,0,0.349769469,0
2203,43,2111000,583,5000000,0,1,0.040494698,0.347989066,0
2204,48,1440000,637,4554946,0,2,0.105151654,0.355928438,0
2205,42,200000,786,485940,3,1,0.445167742,0.515655887,0
2206,42,1114000,645,3915556,1,2,0.14172259,0.369782762,0
2207,33,200000,695,566812,0,1,0.670230749,0.632860058,0
2208,34,301000,591,530862,1,1,0.438053071,0.635225702,0
2209,25,253000,698,883665,4,2,1.030360848,0.499256025,0
2210,62,200000,817,776533,4,1,0.685133886,0.440331947,0
2211,27,650000,749,1072559,2,2,0.485458905,0.410820793,0
2212,33,300000,641,743513,1,0,0,0.464003187,0
2213,33,200000,717,543758,2,2,0.876450645,0.555444957,0
2214,52,200000,707,373235,0,1,0.652664694,0.673264148,1
2215,38,200000,700,733854,2,2,0.694003465,0.518956575,0
2216,56,200000,761,442074,0,0,0,0.403475849,0
2217,33,271000,760,936988,1,1,0.511146559,0.593851257,0
2218,45,200000,637,635497,1,2,1.183896674,0.722619274,1
2219,31,211000,714,631969,3,0,0,0.358317598,0
2220,67,920000,611,1821928,3,1,0.120740541,0.206147463,0
2221,27,789000,557,1618837,1,2,0.190904458,0.474453725,0
2222,45,260000,623,420776,0,0,0,0.49009191,0
2223,49,248000,642,521241,0,0,0,0.519905927,0
2224,46,1456000,483,3441414,3,1,0.0567828,0.185526844,0
2225,39,428000,736,1533465,0,1,0.217843981,0.489287833,0
2226,40,200000,373,483196,0,0,0,0.566546249,0
2227,42,200000,900,677310,3,0,0,0.254171598,0
2228,40,382000,800,992667,4,0,0,0.214719142,0
2229,53,566000,623,1959588,1,0,0,0.40060795,0
2230,68,200000,650,788135,2,0,0,0.345813748,0
2231,35,348000,680,730662,8,1,0.462558859,0.429478465,0
2232,25,200000,591,731170,8,1,0.591860075,0.577298725,0
2233,40,227000,669,693385,1,1,0.778243711,0.690902296,1
2234,70,200000,635,708647,4,0,0,0.376379093,0
2235,32,219000,640,685243,2,0,0,0.324502322,0
2236,61,642000,668,1643438,11,0,0,0.173000247,0
2237,62,200000,518,414037,1,2,1.71538943,0.723479446,1
2238,35,281000,653,470699,4,1,0.505800272,0.475844251,0
2239,48,200000,666,567759,4,2,1.345720361,0.542744681,0
2240,61,371000,662,1475027,2,0,0,0.241296486,0
2241,37,220000,628,735922,4,1,0.578636634,0.523066307,0
2242,39,200000,763,463672,0,1,0.395500064,0.562150982,0
2243,35,890000,614,3175530,0,2,0.220912035,0.361534791,0
2244,29,619000,672,2118502,1,1,0.205094319,0.49934345,0
2245,34,200000,779,440817,8,1,0.310900693,0.464306345,0
2246,27,419000,642,643487,2,0,0,0.286800295,0
2247,42,435000,671,781001,3,1,0.34642838,0.380050271,0
2248,32,478000,640,1765380,2,0,0,0.30827657,0
2249,44,200000,773,718281,0,0,0,0.484636993,0
2250,23,663000,624,1483808,1,0,0,0.411700889,0
2251,45,200000,778,442597,3,3,2.011092963,0.495103665,0
2252,52,200000,639,696432,10,0,0,0.294470216,0
2253,22,2882000,564,5000000,0,2,0.108783204,0.314357175,0
2254,46,352000,717,1213640,1,3,1.184450596,0.662661979,1
2255,56,200000,619,602789,0,2,1.000943124,0.731249351,1
2256,27,200000,712,421335,0,2,1.051435526,0.656106392,0
2257,62,937000,377,2637064,1,2,0.167996968,0.440097583,0
2258,47,200000,650,416755,2,0,0,0.347745725,0
2259,33,200000,604,704005,0,0,0,0.529365461,0
2260,41,200000,543,493480,0,1,0.634211446,0.742168494,1
2261,48,960000,594,3440873,4,0,0,0.173560294,0
2262,42,538000,592,1320264,9,0,0,0.241317771,0
2263,48,232000,645,826006,1,1,0.293236067,0.570544914,0
2264,30,354000,513,825986,3,1,0.224264062,0.452612373,0
2265,44,200000,681,520066,0,2,0.636045376,0.703261985,1
2266,25,304000,786,923771,7,1,0.457166904,0.40648028,0
2267,40,286000,678,479255,3,1,0.475753623,0.461531154,0
2268,31,641000,730,2481001,4,0,0,0.214463693,0
2269,33,640000,759,1877769,0,0,0,0.325898659,0
2270,56,418000,773,1157671,2,3,0.556092087,0.44416262,0
2271,55,200000,837,719696,2,0,0,0.282481495,0
2272,49,523000,600,1916484,1,0,0,0.446870347,0
2273,28,247000,578,692995,0,1,0.527333844,0.726155028,1
2274,38,200000,728,763631,2,0,0,0.285342958,0
2275,56,200000,720,332368,3,0,0,0.314129673,0
2276,43,289000,727,515305,0,0,0,0.397769061,0
2277,69,608000,838,1819118,2,0,0,0.202868184,0
2278,46,227000,651,541432,0,0,0,0.510794794,0
2279,44,200000,692,532112,0,2,1.345743788,0.649283905,0
2280,38,282000,551,654295,2,1,0.462879658,0.497047217,0
2281,43,297000,863,746008,1,0,0,0.345092511,0
2282,40,317000,616,1127447,1,0,0,0.472914311,0
2283,50,614000,619,1831985,1,0,0,0.349309477,0
2284,53,671000,615,2679545,3,2,0.375391639,0.39546614,0
2285,32,200000,585,693439,1,0,0,0.52281264,0
2286,26,200000,577,436833,9,3,1.034047438,0.569065407,0
2287,22,200000,597,432172,1,0,0,0.53865605,0
2288,48,503000,513,1176892,4,2,0.677445112,0.491078069,0
2289,28,988000,571,3564850,0,0,0,0.352893625,0
2290,22,202000,844,316780,2,0,0,0.221859204,0
2291,46,215000,723,446222,2,0,0,0.266525699,0
2292,70,1004000,742,3777345,1,1,0.129451517,0.29566783,0
2293,41,422000,767,1308090,1,0,0,0.398232635,0
2294,52,397000,833,820645,0,0,0,0.326320897,0
2295,42,200000,472,409572,0,2,1.632698671,0.749410114,1
2296,40,494000,527,1806333,0,0,0,0.431573165,0
2297,53,200000,569,746878,3,0,0,0.399048014,0
2298,38,200000,603,428065,4,2,0.687145769,0.552328459,0
2299,45,200000,619,510255,0,0,0,0.502456057,0
2300,45,200000,605,717297,1,2,1.334492142,0.742895514,1
2301,33,219000,671,750626,0,0,0,0.498000436,0
2302,53,200000,653,706958,0,0,0,0.47616066,0
2303,39,635000,577,1775457,4,0,0,0.246604628,0
2304,32,740000,432,2796365,2,2,0.187981889,0.360985143,0
2305,48,200000,550,462975,0,2,1.687946838,0.686686588,1
2306,31,647000,595,1223917,0,3,0.568615987,0.548781751,0
2307,42,200000,625,654366,5,0,0,0.322790318,0
2308,41,580000,537,1652063,0,2,0.579976575,0.65383828,0
2309,55,252000,600,916389,1,0,0,0.46273238,0
2310,47,275000,536,468296,3,0,0,0.315659253,0
2311,41,227000,637,819295,2,2,0.670970573,0.502818927,0
2312,51,798000,542,1782122,1,0,0,0.387730625,0
2313,58,200000,565,627427,6,0,0,0.373061472,0
2314,48,463000,519,740949,0,0,0,0.4800815,0
2315,42,723000,634,2186318,4,1,0.117546094,0.237130916,0
2316,26,511000,563,1682814,0,0,0,0.474668946,0
2317,29,2174000,740,5000000,2,0,0,0.098510369,0
2318,38,200000,690,407705,6,3,2.097686271,0.521371303,0
2319,34,635000,643,1805988,1,0,0,0.421797464,0
2320,39,243000,570,870663,3,0,0,0.397177727,0
2321,42,814000,688,1879418,5,1,0.100222518,0.223409947,0
2322,48,266000,719,566892,0,2,0.478649122,0.679774302,1
2323,41,200000,664,439467,3,0,0,0.332817405,0
2324,47,869000,810,3365489,7,1,0.105791128,0.135794746,0
2325,42,200000,695,479638,2,0,0,0.299842619,0
2326,22,200000,741,301802,0,1,0.524208325,0.658894059,1
2327,30,200000,663,690840,0,0,0,0.489503612,0
2328,40,468000,717,1520151,0,0,0,0.387961707,0
2329,27,939000,570,1710314,0,0,0,0.363627148,0
2330,49,296000,604,1172829,2,2,0.429173074,0.489005508,0
2331,60,878000,684,2651696,0,1,0.098317782,0.319169478,0
2332,56,200000,684,550389,0,2,1.048785342,0.622798188,0
2333,39,200000,700,491109,1,1,0.664707482,0.713723594,1
2334,59,206000,760,771816,1,0,0,0.477597995,0
2335,43,242000,507,510597,2,0,0,0.382055958,0
2336,37,289000,552,639968,3,2,0.461446843,0.561382963,0
2337,34,499000,672,901207,0,1,0.167110259,0.499123027,0
2338,38,200000,577,679559,0,3,2.516133301,0.750851745,1
2339,37,304000,900,908617,0,0,0,0.362606768,0
2340,44,257000,701,776825,1,0,0,0.457568558,0
2341,43,200000,642,409235,0,0,0,0.445862802,0
2342,42,242000,598,756956,4,0,0,0.386698209,0
2343,47,235000,601,802206,0,0,0,0.539429374,0
2344,56,231000,653,553180,8,0,0,0.353491758,0
2345,53,276000,661,966929,1,1,0.308681569,0.579551393,0
2346,24,287000,604,680757,1,0,0,0.476573342,0
2347,22,200000,622,679069,4,0,0,0.33620336,0
2348,53,843000,784,1335586,3,1,0.148667603,0.166714772,0
2349,25,200000,788,575582,2,0,0,0.290112474,0
2350,39,200000,675,784763,8,1,0.681147656,0.480344507,0
2351,27,3275000,515,5000000,1,0,0,0.37752204,0
2352,22,200000,703,440876,4,2,1.792166732,0.50807168,0
2353,48,200000,805,520699,1,1,0.316055344,0.600825463,0
2354,51,519000,786,860213,5,2,0.254407649,0.332440206,0
2355,35,200000,723,736670,0,1,0.494788452,0.635909672,0
2356,22,217000,792,633950,1,0,0,0.403955262,0
2357,35,1851000,655,4558553,3,0,0,0.18123421,0
2358,46,200000,712,356385,0,1,0.583161008,0.689879302,1
2359,24,200000,581,773383,0,1,0.310786399,0.60561404,0
2360,44,200000,679,565109,1,1,0.34732759,0.569342207,0
2361,41,602000,782,1328806,3,0,0,0.208524988,0
2362,48,738000,591,1753146,6,1,0.112903816,0.243963172,0
2363,43,200000,563,435348,3,1,0.716552738,0.534466415,0
2364,30,496000,659,1490244,5,1,0.310981736,0.404219769,0
2365,56,937000,627,3583939,2,0,0,0.174676132,0
2366,40,1340000,714,4879924,0,3,0.170274449,0.328251047,0
2367,41,214000,604,567303,0,0,0,0.53943226,0
2368,30,200000,821,713249,2,0,0,0.29429717,0
2369,36,200000,521,511552,1,2,1.526500251,0.765675289,1
2370,31,200000,775,426153,0,0,0,0.410721961,0
2371,39,212000,573,839210,1,1,0.567452969,0.685664591,1
2372,62,226000,470,510696,3,0,0,0.347285347,0
2373,25,734000,673,1695033,1,0,0,0.322624666,0
2374,22,844000,624,3354251,4,0,0,0.228177833,0
2375,59,229000,539,420173,4,0,0,0.409368958,0
2376,39,721000,481,2452362,3,0,0,0.285455302,0
2377,33,370000,649,1420626,12,0,0,0.293271493,0
2378,54,284000,747,789374,1,1,0.230989755,0.550473882,0
2379,34,606000,708,912820,3,1,0.137686087,0.27292313,0
2380,63,286000,655,697167,5,2,1.169466378,0.460517517,0
2381,50,1710000,697,3041957,2,2,0.161431305,0.182393896,0
2382,36,200000,647,508093,4,0,0,0.344225678,0
2383,67,200000,507,695013,1,2,1.34599375,0.707574836,1
2384,34,239000,507,620630,2,1,0.445124331,0.519629089,0
2385,50,398000,629,1026765,0,0,0,0.418214243,0
2386,45,840000,633,2429257,12,1,0.203659226,0.272826465,0
2387,57,262000,735,774007,4,0,0,0.254106411,0
2388,60,200000,725,728148,6,1,0.588659929,0.530366163,0
2389,42,572000,710,1298948,3,0,0,0.212600815,0
2390,32,529000,621,1880160,0,0,0,0.396084786,0
2391,47,200000,511,582966,0,0,0,0.560389796,0
2392,33,267000,691,601103,5,0,0,0.303522992,0
2393,66,200000,702,447563,1,2,0.879204252,0.653840056,0
2394,43,200000,411,480568,0,3,1.070711446,0.800815472,1
2395,37,200000,566,611346,2,0,0,0.348158497,0
2396,44,555000,580,1152751,1,0,0,0.453816695,0
2397,25,298000,661,1132648,3,0,0,0.305586537,0
2398,30,200000,569,587456,1,2,1.198821401,0.681134043,1
2399,56,592000,646,2249623,3,0,0,0.247948485,0
2400,34,200000,628,323202,5,2,1.531305897,0.519199019,0
2401,29,361000,634,850706,0,1,0.47964835,0.60499152,0
2402,48,200000,578,311403,1,2,1.698204755,0.66598627,1
2403,56,200000,586,436125,1,1,0.864081492,0.6788364,1
2404,50,422000,541,1542416,9,1,0.151315208,0.398348214,0
2405,53,429000,688,682763,1,1,0.3389578,0.582799709,0
2406,32,893000,707,2313198,1,2,0.195079408,0.405287181,0
2407,24,249000,572,446685,3,2,0.662701385,0.524098161,0
2408,60,353000,802,897361,1,1,0.442034641,0.587327816,0
2409,38,200000,618,719425,9,1,0.550277814,0.517035406,0
2410,38,316000,803,966226,6,2,1.075898792,0.465609545,0
2411,57,398000,585,1330072,2,2,0.327096537,0.475059714,0
2412,48,245000,447,581326,3,1,0.637802855,0.543839368,0
2413,47,200000,690,772198,0,0,0,0.518522567,0
2414,67,361000,674,1181609,3,0,0,0.317792121,0
2415,34,372000,653,950272,3,2,0.630549494,0.515499545,0
2416,53,200000,585,513232,1,0,0,0.524136289,0
2417,42,200000,646,759342,0,0,0,0.511694056,0
2418,45,1012000,598,2976303,7,0,0,0.200126202,0
2419,60,417000,619,1361900,1,1,0.333061564,0.599660422,0
